Symbol,Volume_mean,Volume_std,Volume_Change_perc,Volume_Change_std,Close_Change_perc_mean,Close_Change_perc_std,Adj_Close_Change_perc_mean,Adj_Close_Change_perc_std,first_close_price,last_close_price,first_trade_date,last_trade_date,Sector,Industry,Volatility
acn,2884312.907223796,2498011.230685,9.220965040375422,58.733059,0.0733203361592644,1.881649,0.0791460251940496,1.882365,15.170000076293944,350.9100036621094,2001-07-19,2023-12-29,Consumer Discretionary,Business Services,0.29870251852280255
acp,105017.59145404244,88734.982576,16.192421649754,81.091492,-0.0222537681347967,1.298619,0.0232149717315622,1.280136,18.590301513671875,6.800000190734863,2011-01-27,2023-12-29,Finance,Investment Managers,0.20614937530940325
acr,72737.97756552644,132126.681382,24.000505608309265,153.339516,0.010117697102693,3.87443,0.0508561197135266,3.844405,168.0,9.619999885559082,2006-02-07,2023-12-29,Real Estate,Real Estate Investment Trusts,0.6150466951276788
acre,295742.4098025868,379613.622986,16.61339804494382,96.955448,0.0138521979823627,2.506932,0.0496817070821062,2.48748,17.81999969482422,10.359999656677246,2012-04-27,2023-12-29,Real Estate,Real Estate Investment Trusts,0.3979631175449866
acv,46076.7420396862,41038.900019,18.04907318651893,153.825554,0.0072562712446453,1.728277,0.0517598305266591,1.701427,24.979999542236328,20.979999542236328,2015-05-22,2023-12-29,Finance,Finance/Investors Services,0.27435546831796664
adc,156941.46047880166,386266.604279,32.850689097913325,201.411665,0.0360951305607287,2.019197,0.0644030391155916,2.004867,19.5,62.95000076293945,1994-04-15,2023-12-29,Real Estate,Real Estate Investment Trusts,0.3205375866028613
adm,2904088.0461914684,2382398.491843,15.320062451177536,84.204549,0.0522012322653593,1.948241,0.0581951491355827,1.948092,1.8485219478607176,72.22000122070312,1980-03-17,2023-12-29,Consumer Staples,Packaged Foods,0.30927367080118734
adnt,1194853.697571744,1110821.693662,12.403026737161788,75.514706,0.0631061550151503,4.000527,0.0644467590641172,4.000249,49.34999847412109,36.36000061035156,2016-10-17,2023-12-29,Consumer Discretionary,Auto Parts:O.E.M.,0.6350639733119576
adt,2966595.257181029,5591709.879024,17.70487632620321,165.632953,0.0139278531724718,3.360205,0.0266139539407674,3.352741,12.390000343322754,6.820000171661377,2018-01-19,2023-12-29,Consumer Discretionary,Diversified Commercial Services,0.5334160070517476
adx,88894.86912417354,97473.971329,20.64286750634058,98.414384,0.016161539385728,1.287404,0.041723718766629,1.226878,7.5,17.709999084472656,1980-03-17,2023-12-29,Finance,Investment Managers,0.2043690492521879
aee,1229113.071395811,843731.228442,10.590707290672782,65.75339,0.0174792679699184,1.373281,0.0361880593048876,1.366716,42.8125,72.33999633789062,1998-01-02,2023-12-29,Utilities,Power Generation,0.21800160037260552
aeg,862382.5112222104,1194653.183529,86.24380514882978,764.812639,0.04806715626919,2.551207,0.0596351427172023,2.550062,1.3341350555419922,5.760000228881836,1985-06-28,2023-12-29,Finance,Life Insurance,0.40499155590282965
ael,561014.3705463182,489644.419234,17.52213144030885,97.304172,0.0780710007674406,2.884271,0.0814029121418329,2.885929,9.050000190734863,55.79999923706055,2003-12-04,2023-12-29,Finance,Life Insurance,0.4578638267829347
aem,916202.894367296,1326300.122174,26.763074855972537,128.06749,0.068884558925909,3.11745,0.0716418847330248,3.117575,3.875,54.84999847412109,1973-02-21,2023-12-29,Basic Materials,Gold,0.49487984548069847
aenz,42481.29496124031,127341.475618,289.3010497056999,2105.383647,-0.0611712020325364,3.828305,-0.0588243825488471,3.829266,63.38999938964844,1.940000057220459,2013-07-24,2023-12-07,Industrials,Military/Government/Technical,0.6077245783743077
aeo,4541231.737067237,3327873.173572,27.19833569050802,325.547326,0.1016393690784346,3.429374,0.1094142249197139,3.428215,0.8888890147209167,21.15999984741211,1994-04-14,2023-12-29,Consumer Discretionary,Clothing/Shoe/Accessory Stores,0.5443962453978493
aer,1049794.1927990709,1309923.328208,18.561461735827137,100.111667,0.0794049666336557,3.2851,0.0794049666336557,3.2851,23.020000457763672,74.31999969482422,2006-11-21,2023-12-29,Consumer Discretionary,Diversified Commercial Services,0.5214934579186972
aes,3935525.773870574,3269836.53256,23.39322115239956,167.841568,0.0687075841657893,3.042603,0.0732526914873435,3.042663,3.2766990661621094,19.25,1991-06-26,2023-12-29,Utilities,Electric Utilities: Central,0.4829982525779435
afb,63397.33647399891,42154.61829,15.660215112540776,71.517437,-0.0019006248544596,0.897639,0.0206493889265987,0.892548,15.010000228881836,10.84000015258789,2002-01-29,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.14249577366676247
afg,301609.2906323609,289515.067519,28.67644404403371,138.60399,0.047695810814118,2.043824,0.061380382588101,2.034098,6.083333015441895,118.88999938964844,1980-03-17,2023-12-29,Finance,Property-Casualty Insurers,0.3244470016551166
afl,3573302.875,3657632.208012,19.154795718452757,98.007399,0.0853112381429461,2.283969,0.0916318407932549,2.283496,0.119948998093605,82.5,1980-03-17,2023-12-29,Finance,Accident &Health Insurance,0.3625688385708529
aft,69966.56356325395,45361.983362,20.29427478310644,254.160039,-0.0080084334861251,0.957577,0.0222990326330105,0.948288,20.0,13.25,2011-02-25,2023-12-29,Finance,Investment Managers,0.15201063619171787
ag,2751508.450046685,3186961.914435,20.931414362362837,159.502116,0.0965799351208174,4.149797,0.0967578955340229,4.14984,3.900000095367432,6.150000095367432,2006-11-28,2023-12-29,Basic Materials,Precious Metals,0.6587598512041144
agco,891664.3143645024,790407.810414,51.937914098658645,864.111337,0.0808764125566888,2.824317,0.0835816506061037,2.823324,4.6666669845581055,121.41000366210938,1992-04-16,2023-12-29,Industrials,Industrial Machinery/Components,0.44834642433672073
agd,56241.24686573968,42880.192494,14.512153221158233,68.378573,-0.0179168576982767,1.747907,0.022386791566554,1.724975,40.0,9.34000015258789,2006-07-27,2023-12-29,Finance,Trusts Except Educational Religious and Charitable,0.2774716342121385
agi,1218565.605480556,1679797.686008,147.4084374738009,1974.579298,0.1292145385867809,3.79355,0.1317048557033644,3.793615,0.7599999904632568,13.470000267028809,2003-05-02,2023-12-29,Basic Materials,Precious Metals,0.6022073931653448
agm,68841.00833093938,163165.231239,111.552863921563,2630.331633,0.1394759382970698,3.885121,0.1464537113826197,3.884683,1.75,191.22000122070312,1994-02-10,2023-12-29,Finance,Finance Companies,0.6167438387636743
ago,1199158.1517352704,1516177.525914,16.95558927063572,96.304101,0.0777882907967088,3.133559,0.0837200591578233,3.133764,18.0,74.83000183105469,2004-04-23,2023-12-29,Finance,Property-Casualty Insurers,0.49743706995289483
agr,575104.2037586548,423006.945756,10.564646935180605,57.656747,0.0067034695286139,1.552278,0.0220189347790763,1.55032,36.119998931884766,32.40999984741211,2015-12-17,2023-12-29,Utilities,Electric Utilities: Central,0.24641649321820325
agro,477008.0565805658,582817.085504,23.361371859735463,99.672447,0.0254364004367747,2.350257,0.0274834899645689,2.349763,12.0,11.100000381469728,2011-01-28,2023-12-29,Consumer Staples,Farming/Seeds/Milling,0.3730917323453239
ags,398975.67024128686,508721.601018,25.61670684305835,156.506513,0.0879607530424439,5.181743,0.0879607530424439,5.181743,18.5,8.430000305175781,2018-01-26,2023-12-29,Consumer Discretionary,Miscellaneous manufacturing industries,0.8225762001509859
agx,66266.98190442727,97431.560124,293.43981551379375,7595.28923,0.143120915095849,4.821657,0.149742225553922,4.824,7.5,46.790000915527344,1995-10-13,2023-12-29,Consumer Discretionary,Engineering & Construction,0.7654143197552257
ahh,272012.08504289447,289516.780446,17.12958528171642,102.441627,0.0236251214742634,2.021118,0.0465943767605081,2.013526,11.579999923706056,12.369999885559082,2013-05-08,2023-12-29,Real Estate,Real Estate Investment Trusts,0.3208425358989746
aht,202360.95821944557,690764.734246,30.87678314528412,706.875242,0.0140149077625774,5.762052,0.0329546680179377,5.763877,563.6113891601562,1.940000057220459,2003-08-26,2023-12-29,Real Estate,Real Estate Investment Trusts,0.9146973980053408
aic,3555.288932419197,4631.486295,132.01969145173933,486.077185,0.0393584857314933,3.183367,0.0672147316009888,3.181029,24.75,24.200000762939453,2015-03-23,2023-12-28,Real Estate,Real Estate Investment Trusts,0.5053438448309852
aif,63245.47784694252,44989.61171,18.28870767619048,87.812946,-0.0081901586080773,0.978548,0.0277377193130399,0.966759,20.0,13.960000038146973,2013-02-26,2023-12-29,Finance,Finance Companies,0.15533967923637798
aig,3153047.416938406,8228793.379211,14.040511372678685,89.753167,0.0495612172443359,2.814912,0.0544868930674275,2.812026,24.160219192504883,67.75,1980-03-17,2023-12-29,Finance,Life Insurance,0.44685342687188695
ain,122191.81114517189,125245.322632,105.35093327592249,1483.395562,0.0456000312327706,2.246364,0.0513729535226868,2.248829,15.10710620880127,98.22000122070312,1987-09-30,2023-12-29,Consumer Discretionary,Textiles,0.3565992298876978
aio,113976.7397521449,84663.290172,10.960556690839695,58.93998,0.0053118308766583,1.894471,0.0528212188376189,1.867841,20.0,17.399999618530273,2019-10-29,2023-12-29,Finance,Finance/Investors Services,0.30073794792143077
air,186125.8474084813,229282.781065,54.80690892152242,310.887687,0.0641566831391536,2.795508,0.0690269263575171,2.796024,3.8888890743255615,62.400001525878906,1980-03-17,2023-12-29,Industrials,Aerospace,0.4437731373654931
ait,151610.1440197513,154640.203846,159.68512869382718,1283.499191,0.0601401384875345,2.010751,0.067674177066842,2.010749,2.19478702545166,172.69000244140625,1980-03-17,2023-12-29,Consumer Discretionary,Industrial Specialties,0.3191968256684662
aiu,47713.647228221744,260669.666949,104.89405298414984,1056.278586,-0.2829731980745714,4.983439,-0.2829731980745714,4.983439,270.0,0.9729999899864196,2018-03-28,2023-12-29,Real Estate,Other Consumer Services,0.7910964160716247
aiv,6938879.737892891,8180407.461861,19.507117172827847,116.601762,0.0408472956804289,2.238764,0.0671573923671316,2.20867,2.466315984725952,7.829999923706055,1994-07-22,2023-12-29,Real Estate,Real Estate Investment Trusts,0.3553927672898525
aiz,785709.3812375249,806128.014793,11.11977575963266,70.587049,0.0591373813070132,2.031815,0.0661107627131033,2.029716,24.700000762939453,168.49000549316406,2004-02-05,2023-12-29,Finance,Property-Casualty Insurers,0.3225406320054421
ajg,480886.9075408505,643221.11174,160.8741152638043,1601.755697,0.06165245194037,1.605487,0.072384592240136,1.60405,1.84375,224.8800048828125,1984-06-20,2023-12-29,Finance,Specialty Insurers,0.2548631601088294
ajx,90153.24384787472,123344.076765,36.827718754700086,186.301206,-0.0038222002811385,2.673517,0.0307062358440821,2.651397,14.0,5.300000190734863,2015-02-13,2023-12-29,Real Estate,Real Estate Investment Trusts,0.42440766647420824
ajxa,12202.720677146312,31641.960411,607.6599485069571,4463.741254,0.0089257785651087,1.466528,0.0387543529594637,1.463536,25.299999237060547,24.57999992370605,2017-04-28,2023-12-29,Real Estate,Real Estate Investment Trusts,0.23280410272277594
akr,280595.3918250456,325750.222449,76.01525585392528,1168.848195,0.0179705161479643,1.995757,0.0392470706982789,1.986969,19.625,16.989999771118164,1993-05-27,2023-12-29,Real Estate,Real Estate Investment Trusts,0.3168166019589801
al,751388.5794743429,634869.262234,13.190391251330205,76.591725,0.0464107353716568,2.613685,0.0507401090635677,2.622533,27.950000762939453,41.93999862670898,2011-04-19,2023-12-29,Consumer Discretionary,Diversified Commercial Services,0.41490963092759126
alb,803912.584807769,848697.085558,21.98869855521554,149.630641,0.0681586067995647,2.378561,0.0745941898526909,2.378086,7.25,144.47999572753906,1994-02-22,2023-12-29,Industrials,Major Chemicals,0.3775848530518262
alc,1014992.107472712,687721.368404,8.461624790756304,48.58037,0.0409266380482321,1.792424,0.041580985416194,1.793739,58.040000915527344,78.12000274658203,2019-04-09,2023-12-29,Health Care,Ophthalmic Goods,0.2845384888790183
ale,106586.04314462452,160363.037547,38.15264231644479,219.137486,0.0229433307476606,1.49427,0.0374592974553219,1.458227,15.65625,61.15999984741211,1973-05-03,2023-12-29,Utilities,Power Generation,0.23720800869506917
alex,270042.8275862069,341214.911374,45.73863126629872,1572.635753,0.0167498314519126,2.34012,0.0361459953483032,2.240632,26.229999542236328,19.020000457763672,2012-06-14,2023-12-29,Real Estate,Real Estate Investment Trusts,0.3714825334829082
alg,30395.0344279661,42359.552137,146.58411052257978,1332.758453,0.0662585991053625,2.399045,0.0717147858064504,2.39899,12.25,210.19000244140625,1993-03-19,2023-12-29,Industrials,Industrial Machinery/Components,0.38083658724317704
alk,1213019.4323883706,1268098.21557,28.98755981422101,152.95832,0.0710089097736813,2.707411,0.0727605346780372,2.70758,0.8786849975585938,39.06999969482422,1980-03-17,2023-12-29,Consumer Discretionary,Air Freight/Delivery Services,0.42978817217044163
all,2700026.7792207794,1883719.956707,9.625740379789583,63.248211,0.0477043278113079,1.914558,0.0569963776596926,1.914609,14.6875,139.97999572753906,1993-06-03,2023-12-29,Finance,Property-Casualty Insurers,0.303926660316552
alle,736683.9355852318,404283.945555,9.713429681335953,51.849804,0.0515574324131464,1.659545,0.0554557799567418,1.659088,48.47999954223633,126.69000244140624,2013-11-18,2023-12-29,Consumer Discretionary,Diversified Commercial Services,0.26344460157124117
ally,4183636.2932790224,2609829.724273,20.875913083944575,510.650992,0.0417550358723508,2.429838,0.0498051864905626,2.428232,25.967742919921875,34.91999816894531,2014-01-28,2023-12-29,Finance,Major Banks,0.3857248244504738
alsn,1087356.3679245282,836349.104878,15.722338216380182,101.892314,0.046391233544115,1.772422,0.0532871639781187,1.771451,23.39999961853028,58.150001525878906,2012-03-15,2023-12-29,Consumer Discretionary,Auto Parts:O.E.M.,0.2813632698155834
altg,150056.13079019074,219647.925121,696.0176396736363,11373.042532,0.0758394953035986,3.298964,0.0781428238430134,3.299578,9.699999809265137,12.369999885559082,2019-04-25,2023-12-29,Industrials,Industrial Machinery/Components,0.5236942996892932
alv,708602.6501340483,699904.210509,17.28615061522419,89.941503,0.0451608309785406,2.159418,0.0538172237881806,2.159341,25.486310958862305,110.19000244140624,1997-04-28,2023-12-29,Consumer Discretionary,Auto Parts:O.E.M.,0.3427969802781886
alx,8324.94358478401,14930.681318,113.14418001273474,695.966924,0.0586877981250147,2.502997,0.0663414879400513,2.489363,6.75,213.57000732421875,1973-02-21,2023-12-29,Real Estate,Real Estate Investment Trusts,0.3973384556604443
am,3385073.2696897374,3108973.949413,13.257389299701494,71.388675,0.0075256732734177,2.862843,0.0447173856853308,2.828651,22.0,12.529999732971191,2017-05-04,2023-12-29,Utilities,Natural Gas Distribution,0.4544622372373251
ambc,434341.250930752,430321.349704,17.031188231657353,88.091929,0.0315518387185605,2.772115,0.0315518387185605,2.772115,20.0,16.479999542236328,2013-05-01,2023-12-29,Finance,Property-Casualty Insurers,0.44005961374030905
amc,2755954.2138613863,7301656.447659,17.71995046790808,130.450601,0.1059973704790202,8.501568,0.1072622243031048,8.501267,189.0,6.119999885559082,2013-12-18,2023-12-29,Consumer Discretionary,Movies/Entertainment,1.3495820809262864
amcr,5623145.78778135,5462243.099471,1635.2034204478766,34760.968896,0.0398793612349158,2.142763,0.0662833750484968,2.141577,7.400000095367432,9.640000343322754,2012-06-07,2023-12-29,Consumer Discretionary,Miscellaneous manufacturing industries,0.34015308099304176
ame,855544.89288947,775637.526069,29.784862426171795,157.889527,0.0618680523085592,1.807765,0.068236491246388,1.807245,1.796296000480652,164.88999938964844,1984-07-19,2023-12-29,Industrials,Industrial Machinery/Components,0.2869737971308008
amg,443437.7055420219,369238.889878,22.65406648545759,291.2844,0.0669137828878822,2.618295,0.0673991645011092,2.618242,17.666667938232422,151.4199981689453,1997-11-21,2023-12-29,Finance,Investment Managers,0.4156414457402317
amh,1947232.9138062547,1327147.401548,14.800459476917206,79.099923,0.0422798517034917,1.441644,0.0471862008766753,1.441313,15.600000381469728,35.959999084472656,2013-08-01,2023-12-29,Real Estate,Real Estate Investment Trusts,0.22885389018530403
amk,125701.51515151517,327376.304234,23.516898418376453,106.51135,0.0389162519271763,2.43862,0.0389162519271763,2.43862,27.040000915527344,29.950000762939453,2019-07-18,2023-12-29,Finance,Finance/Investors Services,0.38711892373129986
amn,406258.3482944345,368358.357071,18.48110871377267,105.973748,0.0613859028329334,2.783033,0.0613859028329334,2.783033,21.63999938964844,74.87999725341797,2001-11-13,2023-12-29,Health Care,Assisted Living Services,0.44179279250916126
amp,1467661.2510860122,1262390.383818,7.579734613295677,52.351209,0.0840232244259711,2.592185,0.0921872820241718,2.592787,37.0099983215332,379.8299865722656,2005-09-15,2023-12-29,Finance,Investment Managers,0.411496611736318
ampy,361323.9019407559,1285072.944097,63.128434590599454,997.556655,5.433090182394212,296.819884,5.438964514375084,296.819701,150.0,5.929999828338623,2012-04-20,2023-12-29,Energy,Oil & Gas Production,47.11869583458238
amrc,191784.66312056736,213578.01113,20.557632671002068,143.214171,0.0865569027492167,3.26522,0.0865569027492167,3.26522,10.170000076293944,31.670000076293945,2010-07-22,2023-12-29,Consumer Discretionary,Engineering & Construction,0.5183376057548593
amrx,1308596.0646521433,1672660.865401,18.00041695007032,119.79089,0.0409432518514385,4.596629,0.0409432518514385,4.596629,15.010000228881836,6.070000171661377,2018-05-07,2023-12-29,Health Care,Biotechnology: Pharmaceutical Preparations,0.7296922321936511
amrx,1308596.0646521433,1672660.865401,18.00041695007032,119.79089,0.0409432518514385,4.596629,0.0409432518514385,4.596629,15.010000228881836,6.070000171661377,2018-05-07,2023-12-29,Health Care,Biotechnology: Pharmaceutical Preparations,0.7296922321936511
amt,2293868.322312779,1801914.807333,14.237992134420178,82.001944,0.0808359573881058,2.906543,0.0845991395817518,2.90614,17.375,215.8800048828125,1998-02-27,2023-12-29,Real Estate,Real Estate Investment Trusts,0.4613993971749365
amtb,69718.37837837837,96022.654133,55.67416995981453,757.005525,0.0437920427694742,3.445207,0.0462373197412055,3.445348,30.0,24.56999969482422,2018-10-18,2023-12-29,Finance,Major Banks,0.5469096562283343
amtd,186439.5711711712,1478824.266616,416.3523416880072,8022.039019,-0.0591741975305284,9.29488,-0.0591741975305284,9.29488,60.540000915527344,1.7999999523162842,2019-08-05,2023-12-29,Financial Services,Asset Management,1.4755164567712826
amx,6351090.029529269,5290179.825233,11.890087766330783,63.56038,0.0496661638829813,2.120788,0.0564056547380353,2.117338,3.867187976837158,18.520000457763672,2001-02-12,2023-12-29,Telecommunications,Telecommunications Equipment,0.3366646578894031
an,1143944.959224678,1248290.036089,65.91239072541372,830.571429,0.0930672348792255,3.180866,0.0960674734153361,3.179942,3.25,150.17999267578125,1990-05-11,2023-12-29,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,0.5049468233892469
anet,2924083.727687837,2427245.650677,11.886843723006644,64.61702,0.1560907314576698,2.761994,0.1560907314576698,2.761994,13.75,235.509994506836,2014-06-06,2023-12-29,Technology,Computer peripheral equipment,0.438452954799152
anf,2295539.833843463,1973501.727704,15.52199916793003,86.08573,0.0907818704031325,3.496861,0.0966860093310945,3.495553,11.5625,88.22000122070312,1996-09-26,2023-12-29,Consumer Discretionary,Clothing/Shoe/Accessory Stores,0.5551094745216381
aod,413882.7504163693,289041.713247,8.630958361018562,52.39667,-0.0255508624831026,1.682026,0.0178919581784802,1.655458,42.59999847412109,8.0600004196167,2007-04-23,2023-12-29,Finance,Investment Managers,0.26701334968468377
aon,1020107.1684718304,1156405.001417,26.98915304005097,140.947555,0.0580990559437097,1.746078,0.066263747954941,1.746229,2.685184955596924,291.0199890136719,1980-06-02,2023-12-29,Finance,Specialty Insurers,0.27718128946326226
aort,158920.9835221421,244130.644858,52.90271939230075,458.75781,0.1024141510317293,4.119442,0.1030200737536183,4.119267,4.0,17.8799991607666,1993-02-12,2023-12-29,Healthcare,Medical Devices,0.6539411443412724
aos,845664.7082374137,1033984.618977,100.23873032232233,915.160268,0.0649441802579668,2.081746,0.0738445379181161,2.080963,1.0833330154418943,82.44000244140625,1983-09-30,2023-12-29,Industrials,Industrial Machinery/Components,0.330466932528208
ap,23624.80234143212,43821.443063,165.38956349270248,1133.673672,0.0325420399942091,2.782963,0.0400111001690182,2.782251,5.625,2.7300000190734863,1973-02-21,2023-12-29,Industrials,Fluid Controls,0.44178168035365484
apam,437384.067547724,407246.032207,14.195594302974662,81.524671,0.0273663157635923,2.121023,0.0610002507867494,2.101019,38.83000183105469,44.18000030517578,2013-03-07,2023-12-29,Finance,Investment Managers,0.33670196298288907
apd,986349.2440902092,725308.646823,19.451830733423915,104.88154,0.0539762597070869,1.769263,0.0623203263277438,1.768513,3.9893620014190674,273.79998779296875,1980-03-17,2023-12-29,Industrials,Major Chemicals,0.2808617941120843
aph,3611137.550969974,4128087.255406,27.53373940212556,155.757398,0.097336300310377,2.250361,0.0988695224571456,2.250073,0.2890630066394806,99.12999725341795,1991-11-08,2023-12-29,Technology,Electrical Products,0.35723373396711733
aple,1626941.1331183787,1508724.621823,10.615009681105992,78.187754,0.0217308893842314,2.243433,0.042092678080207,2.243568,18.0,16.610000610351562,2015-05-18,2023-12-29,Real Estate,Real Estate Investment Trusts,0.35613394806213405
apo,1470900.5919003114,1436752.274514,17.55405981520723,91.056717,0.0766714142579528,2.273842,0.1048682727363785,2.264362,18.200000762939453,93.19000244140624,2011-03-30,2023-12-29,Finance,Investment Managers,0.3609612271592239
aptv,2217875.599737533,2099343.225703,10.74379537118477,60.935978,0.0799321289059352,2.302139,0.082914114908201,2.303188,17.879295349121094,89.72000122070312,2011-11-17,2023-12-29,Consumer Discretionary,Auto Parts:O.E.M.,0.36545323665017554
aqn,841458.2994776552,1913296.11877,196.99480005834545,1767.944023,0.0291124037552081,1.71569,0.0437336860944118,1.712536,3.869999885559082,6.320000171661377,2009-12-29,2023-12-29,Utilities,Electric Utilities: Central,0.27235734401282446
aqnb,32266.58031088083,67412.936243,50.042248058772685,179.23624,0.0057219779211092,1.422669,0.0295672352190214,1.410509,25.54400062561035,24.1299991607666,2019-05-28,2023-12-29,Utilities,Electric Utilities: Central,0.22584170231765702
ar,5464766.498251068,4539956.574185,8.875111854976671,56.281832,0.0396243439747966,3.825248,0.0396243439747966,3.825248,52.0099983215332,22.68000030517578,2013-10-10,2023-12-29,Energy,Oil & Gas Production,0.6072392946688323
arc,223018.4531315679,323440.393442,28.86385495942821,150.214055,0.0328456769137956,3.561657,0.0367248429845728,3.562083,13.75,3.2799999713897705,2005-02-04,2023-12-29,Consumer Discretionary,Professional Services,0.5653955206387427
arch,429953.1576057112,299630.730751,12.209091002197804,61.65405,0.1051614394624371,3.22324,0.1216682964028485,3.213314,63.0,165.94000244140625,2016-10-05,2023-12-29,Energy,Coal Mining,0.5116734873525499
arco,910162.6758361988,1475814.174386,23.274642,121.213556,0.0228332532479936,2.78721,0.0279903104258444,2.789161,21.200000762939453,12.6899995803833,2011-04-14,2023-12-29,Consumer Discretionary,Restaurants,0.4424558707027403
ardc,83266.4278036546,54046.61238,15.5805335827957,81.096129,-0.0081483550368405,1.011,0.0264159131132596,1.001232,20.0,13.75,2012-11-28,2023-12-29,Finance,Investment Managers,0.16049127452917805
are,456205.3819703992,539980.783024,31.38614305128588,249.709766,0.0448507624258942,1.890853,0.0590474302173192,1.890312,21.0,126.7699966430664,1997-05-28,2023-12-29,Real Estate,Real Estate Investment Trusts,0.30016360822682486
ares,536186.6831072749,646777.96983,30.591914399259867,207.666341,0.0997831695306344,2.167614,0.1179357992521651,2.167016,18.600000381469727,118.91999816894533,2014-05-02,2023-12-29,Finance,Investment Managers,0.34409805494291773
argd,11789.266737513284,21966.810097,83.65428496881644,359.791871,0.0073890098951272,1.37775,0.0296073266643014,1.371844,25.09000015258789,23.06999969482422,2012-09-25,2023-12-29,Finance,Specialty Insurers,0.21871103212915438
